word,zipf,dom_pos
bankcards,1.5929,Noun
banked,2.6536,Verb
banker,3.6792,Noun
bankers,3.3372,Noun
banking,3.4765,Noun
banknote,2.1369,Noun
banknotes,2.3710,Noun
bankroll,3.0477,Noun
bankrolled,2.3710,Verb
bankrolling,2.2918,Verb
bankrolls,1.7690,Verb
bankrupt,3.4502,Adjective
bankruptcies,2.1369,Noun
bankruptcy,3.3782,Noun
bankrupted,2.2461,Verb
bankrupting,1.8939,Verb
bankrupts,1.9908,Verb
banks,4.2014,Noun
bankside,1.7690,Noun
banky,2.7542,Name
banned,3.4317,Verb
banner,3.7733,Noun
bannerman,2.9994,Name
banners,2.9151,Noun
banning,3.0242,Verb
bannister,3.6343,Name
bannisters,2.2918,Noun
bannock,2.7690,Noun
banns,2.1949,Noun
banque,2.5223,Unclassified
banquet,3.7134,Noun
banqueting,1.8939,Verb
banquets,2.2461,Noun
banquette,1.5929,Noun
banquettes,1.5929,Noun
banquo,2.8359,Noun
bans,1.5929,Noun
banshee,3.0553,Noun
banshees,2.6141,Noun
bantam,1.9908,Noun
bantams,1.5929,Verb
bantamweight,1.8939,Noun
banter,3.1431,Noun
bantering,1.8939,Verb
banters,1.5929,Verb
bantu,2.1369,Name
banyan,2.4058,Adjective
banzai,3.1949,Noun
baobab,1.9908,Noun
baobabs,1.8939,Noun
bap,2.2461,Noun
baphomet,2.1949,Name
baps,1.5929,Noun
baptise,2.1369,Verb
baptised,2.3710,Verb
baptising,1.5929,Noun
baptism,3.0842,Noun
baptismal,2.1369,Adjective
baptisms,2.2918,Noun
baptist,3.3674,Noun
baptists,2.6720,Noun
baptize,2.8716,Verb
baptized,3.2962,Verb
baptizer,1.5929,Noun
baptizing,1.8939,Verb
bar,4.9339,Noun
bara,2.1369,Name
barabbas,2.1949,Name
baraka,1.9908,Name
barb,3.3674,Name
barba,1.5929,Name
barbados,3.1047,Name
barbar,1.8939,Name
barbara,4.3544,Name
barbarian,3.2603,Noun
barbarians,3.1047,Noun
barbaric,3.1552,Adjective
barbarism,2.4960,Noun
barbarity,1.8939,Noun
barbarous,2.3710,Adjective
barbary,2.5471,Adjective
barbas,2.4058,Name
barbecue,3.9518,Noun
barbecued,2.9353,Adjective
barbecues,2.7970,Noun
barbecuing,2.4960,Verb
barbed,3.1243,Adjective
barbell,2.5706,Noun
barbells,2.1949,Noun
barbeque,2.6898,Noun
barbequed,1.5929,Verb
barbeques,1.7690,Noun
barber,3.7390,Noun
barbera,1.5929,Name
barbering,1.5929,Verb
barbero,1.7690,Name
barbers,2.4058,Noun
barbershop,3.3293,Noun
barbershops,1.5929,Noun
barbet,1.7690,Noun
barbets,1.5929,Noun
barbican,1.7690,Noun
barbicels,1.5929,Verb
barbie,3.6343,Name
barbies,2.5471,Noun
barbital,1.5929,Noun
barbiturate,1.7690,Noun
barbiturates,2.4058,Noun
barbone,1.7690,Name
barbs,2.4058,Noun
barbules,1.5929,Noun
barbwire,1.7690,Noun
barcarolle,1.5929,Name
barcelona,3.2962,Name
bard,2.9151,Noun
bardic,1.5929,Adjective
bardo,2.3710,Name
bards,1.5929,Noun
bare,3.9212,Adjective
bareback,2.6720,Adverb
barebacked,1.9908,Adjective
bared,2.5706,Verb
barefaced,1.9908,Adjective
barefoot,3.3782,Adjective
barefooted,2.2918,Adjective
barehanded,2.1949,Verb
bareheaded,1.5929,Verb
barely,4.4630,Adverb
barer,1.5929,Adjective
bares,1.8939,Verb
barest,2.0700,Adjective
baretta,2.2461,Name
barf,3.2962,Verb
barfed,2.4679,Verb
barfing,2.6141,Verb
barflies,1.7690,Verb
barfly,2.1369,Adverb
barfs,1.5929,Noun
bargain,4.0793,Noun
bargained,2.8716,Verb
bargainer,1.7690,Noun
bargaining,3.3212,Noun
bargains,2.8103,Noun
barge,3.5907,Verb
barged,2.7832,Verb
bargee,1.5929,Noun
bargemen,1.7690,Noun
barger,2.3710,Name
barges,2.3710,Noun
barging,3.2509,Verb
barhop,1.7690,Verb
barhopping,1.8939,Verb
bari,1.9908,Name
barile,1.5929,Name
baring,2.3710,Verb
barish,2.5929,Name
barista,1.9908,Noun
baristas,1.9908,Noun
barite,1.5929,Noun
baritone,2.6343,Noun
baritones,1.8939,Noun
barium,2.6720,Noun
bark,3.7405,Noun
barked,2.5706,Verb
barkeep,2.9994,Verb
barkeeper,1.8939,Noun
barker,3.4679,Name
barkers,1.8939,Name
barking,3.9546,Verb
barks,3.5093,Verb
barley,2.9639,Noun
barleycorn,1.5929,Noun
barlow,3.3600,Name
barmaid,2.8481,Noun
barmaids,2.0700,Noun
barman,2.7542,Noun
barmen,1.8939,Noun
barmy,2.2918,Adjective
barn,4.1332,Noun
barnabas,1.9908,Name
barnaby,3.3746,Name
barnacle,2.8103,Noun
barnacles,2.5471,Noun
barnard,2.6343,Name
barney,4.2936,Name
barneys,2.5223,Name
barns,2.6343,Noun
barnstorm,1.5929,Verb
barnstormed,1.5929,Verb
barnstormer,1.7690,Noun
barnstormers,1.7690,Noun
barnstorming,2.1369,Verb
barny,2.1369,Name
barnyard,2.9546,Noun
barolo,1.8939,Noun
barometer,2.8600,Noun
barometers,1.7690,Noun
barometric,2.4058,Adjective
baron,4.1294,Noun
baroness,3.4222,Noun
baronet,2.3710,Noun
baronets,1.5929,Noun
baroni,2.2918,Name
baronial,1.8939,Adjective
barons,2.9994,Noun
barony,1.7690,Noun
baroque,2.5223,Noun
barouche,2.0700,Noun
barr,2.4058,Name
barracan,1.7690,Adjective
barrack,2.5706,Noun
barracks,3.6479,Noun
barracuda,2.8481,Noun
barracudas,2.4380,Noun
barragan,1.8939,Name
barrage,3.0242,Noun
barrages,1.5929,Noun
barranca,1.8939,Name
barratry,1.5929,Noun
barre,1.5929,Name
barred,3.1047,Verb
barrel,4.0266,Noun
barreled,1.8939,Verb
barrelful,2.1949,Adjective
barrelhead,2.5223,Noun
barrelhouse,1.9908,Noun
barreling,2.3710,Verb
barrelled,1.5929,Verb
barrelling,1.7690,Verb
barrels,3.4532,Noun
barren,3.1726,Adjective
barrenness,1.8939,Noun
barrens,1.8939,Noun
barres,1.7690,Name
barret,2.5706,Verb
barrette,2.2461,Noun
barrettes,1.9908,Noun
barricade,3.1726,Noun
barricaded,2.7068,Verb
barricades,2.9253,Noun
barricading,2.1369,Verb
barrier,3.5324,Noun
barriers,2.9731,Noun
barring,2.8233,Verb
barringer,2.2918,Name
barrio,2.8103,Unclassified
barrios,2.1369,Unclassified
barrister,2.9151,Noun
barristers,2.0700,Noun
barroom,2.7542,Noun
barrooms,1.5929,Noun
barrow,3.0842,Name
barrows,2.5706,Name
barry,4.2979,Name
bars,4.2542,Noun
barstool,2.4679,Noun
barstools,2.0700,Noun
bart,3.8309,Name
bartend,1.9908,Verb
bartended,1.8939,Verb
bartender,3.9899,Noun
bartenders,2.9253,Noun
bartending,2.5223,Verb
bartends,1.7690,Verb
barter,2.9639,Verb
bartered,2.1369,Verb
bartering,1.9908,Verb
barth,2.8481,Name
bartholomew,2.5706,Name
bartizan,1.5929,Name
bartlett,3.3922,Name
bartletts,1.5929,Name
barton,3.6517,Name
bas,2.2918,Noun
basal,2.4960,Adjective
basalt,2.3710,Noun
base,4.5483,Noun
baseball,4.4021,Noun
baseballs,2.7832,Noun
baseboard,2.2918,Noun
baseboards,1.9908,Noun
based,4.4247,Verb
baseless,2.5471,Adjective
baseline,2.8829,Noun
baselines,1.5929,Noun
basely,1.5929,Adverb
baseman,2.7832,Noun
basement,4.3232,Noun
basements,2.7832,Noun
baseness,1.7690,Noun
baser,2.1949,Adjective
bases,3.5543,Noun
basest,2.3710,Adjective
bash,3.5171,Verb
bashed,3.0627,Verb
basher,2.5223,Noun
bashers,2.2918,Noun
bashes,2.0700,Verb
bashful,3.0980,Adjective
bashfully,1.5929,Adverb
bashfulness,1.5929,Noun
bashing,2.8233,Verb
basic,4.1922,Adjective
basically,4.4150,Adverb
basics,3.3525,Noun
basil,3.1369,Name
basilar,2.4679,Adjective
basileus,2.3332,Name
basilica,2.2918,Noun
basilicas,1.5929,Noun
basilisk,2.3332,Noun
basin,3.2786,Noun
basing,2.8829,Verb
basins,2.1949,Noun
basis,4.0772,Noun
bask,2.7690,Verb
basked,1.5929,Verb
basket,4.1198,Noun
basketball,4.3301,Noun
basketballs,2.5471,Noun
basketful,2.1369,Noun
baskets,3.2314,Noun
basking,2.5706,Verb
basophilic,1.5929,Adjective
basque,2.2461,Adjective
basques,1.5929,Noun
bass,3.8784,Noun
basses,1.9908,Noun
basset,2.4380,Noun
bassets,1.5929,Noun
bassie,1.7690,Name
bassinet,2.5706,Noun
bassinets,1.8939,Noun
bassist,2.1369,Noun
basso,2.1369,Noun
bassoon,2.5223,Noun
bassoons,1.7690,Noun
bast,2.4380,Noun
basta,2.4960,Noun
bastard,4.8167,Noun
bastardisation,1.5929,Noun
bastardize,1.5929,Verb
bastardized,1.8939,Adjective
bastards,4.2668,Noun
bastardy,1.5929,Noun
baste,2.5706,Verb
basted,2.3332,Verb
baster,2.4058,Noun
basti,1.5929,Noun
bastian,2.2461,Adjective
bastide,2.0700,Name
bastille,2.9046,Name
bastinado,1.5929,Noun
basting,1.9908,Verb
bastion,2.5706,Noun
bastions,1.8939,Noun
bat,4.3143,Noun
bataan,2.6720,Name
batata,1.5929,Noun
batboy,2.1369,Noun
batch,3.6202,Noun
batches,2.4679,Noun
batching,1.8939,Verb
bate,1.8939,Noun
bateaux,1.5929,Name
bated,1.9908,Adjective
batel,1.9908,Name
bateman,3.3089,Name
bates,3.6222,Name
bath,4.4927,Noun
bathe,3.4024,Verb
bathed,3.1492,Verb
bather,1.8939,Noun
bathers,1.7690,Noun
bathes,2.4058,Verb
bathhouse,2.7232,Noun
bathhouses,2.1369,Noun
bathing,3.8716,Adjective
bathmat,2.4380,Noun
bathrobe,3.2263,Noun
bathrobes,2.5706,Noun
bathroom,4.7896,Noun
bathrooms,3.4348,Noun
baths,3.5013,Noun
bathtub,3.7860,Noun
bathtubs,2.5223,Noun
bathwater,2.2918,Noun
bathyal,1.7690,Adjective
bathysphere,2.0700,Noun
batik,2.0700,Noun
batiste,1.8939,Name
batman,3.6720,Name
baton,3.4562,Noun
batons,2.5223,Noun
bats,3.7832,Noun
batsman,1.7690,Noun
batsmen,1.5929,Noun
batt,1.9908,Noun
battalion,3.7675,Noun
battalions,2.7390,Noun
batted,2.6898,Verb
batten,2.6536,Verb
battened,1.9908,Verb
batter,3.6015,Noun
battered,3.0553,Adjective
batteries,3.9004,Noun
battering,2.7542,Noun
batters,2.2461,Verb
battery,4.0939,Noun
batting,3.5093,Verb
battle,4.6255,Noun
battleaxe,1.5929,Noun
battled,2.7068,Verb
battledress,1.7690,Noun
battlefield,3.5119,Noun
battlefields,2.6720,Noun
battlefront,1.9908,Noun
battleground,2.6898,Noun
battlegrounds,1.5929,Noun
battlement,2.2461,Noun
battlements,2.6141,Noun
battler,1.9908,Noun
battles,3.7085,Noun
battleship,3.2363,Noun
battleships,2.7970,Noun
battlewagon,1.7690,Noun
battling,3.3990,Verb
batton,2.2461,Noun
batts,2.6343,Noun
batty,2.8481,Adjective
batwing,1.7690,Noun
batwoman,1.5929,Noun
bauble,2.6536,Noun
baubles,2.2461,Noun
baud,1.5929,Noun
bauhinia,1.5929,Noun
bauxite,1.8939,Noun
bavarian,2.9546,Adjective
bawd,2.2461,Noun
bawdiest,1.5929,Adjective
bawds,1.7690,Noun
bawdy,2.2918,Adjective
bawl,2.7542,Verb
bawled,2.4058,Verb
bawling,2.9353,Verb
bawls,1.9908,Verb
baxter,3.8233,Name
bay,4.3842,Noun
bayaderes,1.5929,Noun
bayard,1.8939,Name
bayberry,1.8939,Noun
bayesian,1.5929,Adjective
baying,2.4380,Verb
baymen,1.5929,Noun
bayonet,3.2003,Noun
bayoneted,1.8939,Verb
bayonets,2.8716,Noun
bayou,3.1307,Noun
bayous,1.9908,Adjective
bays,2.3710,Noun
bazaar,3.0627,Noun
bazaars,1.9908,Noun
bazar,1.5929,Name
baze,1.5929,Name
bazoo,2.2461,Noun
bazooka,2.9639,Noun
bazookas,2.4380,Noun
bb,3.1431,Name
bbs,3.1552,Name
bcd,1.5929,Name
bcf,1.5929,
bd,1.5929,
be,6.7588,Verb
beach,4.7526,Noun
beachcomber,2.2461,Noun
beachcombers,1.7690,Noun
beachcombing,1.5929,
beached,2.6343,Verb
beaches,3.6141,Noun
beachfront,2.5706,Noun
beachhead,2.8103,Noun
beachheads,2.0700,Noun
beaching,1.9908,Verb
beachside,1.5929,Noun
beachwear,1.7690,Noun
beachy,1.8939,Noun
beacon,3.5885,Noun
beacons,2.4058,Noun
bead,3.0553,Noun
beaded,2.3710,Adjective
beadier,1.7690,Adjective
beading,1.8939,Verb
beadle,1.5929,Name
beads,3.5495,Noun
beadwork,1.7690,Noun
beady,2.8600,Adjective
beagle,3.1047,Name
beagles,2.1949,Noun
beagling,1.5929,Name
beak,3.3253,Noun
beaked,1.8939,Verb
beaker,2.6536,Noun
beakers,2.2461,Noun
beakhead,1.5929,Noun
beaks,2.4380,Noun
beaky,2.7690,Name
beal,1.5929,Adjective
beam,3.9412,Noun
beamed,2.9820,Verb
beamer,2.5223,Noun
beamers,1.5929,Noun
beaming,2.9253,Verb
beamish,1.9908,Noun
beams,3.4317,Noun
bean,3.8359,Noun
beanbag,2.7232,Noun
beanbags,2.0700,Noun
beaned,2.1369,Verb
beaner,2.4058,Noun
beaners,1.8939,Noun
beanery,2.0700,Noun
beanie,3.1895,Noun
beanies,2.1369,Noun
beaning,1.7690,Verb
beano,2.3710,Name
beanpole,2.3332,Noun
beans,4.1593,Noun
beanshooter,1.5929,Noun
beanstalk,2.5706,Noun
beany,2.4960,Name
bear,4.7586,Noun
bearable,2.8359,Adjective
bearcat,2.1369,Name
beard,4.1007,Noun
bearded,3.1114,Adjective
bearder,1.5929,Noun
bearding,1.5929,Verb
beardless,2.2461,Adjective
beards,2.8939,Noun
beardy,1.5929,Adjective
beared,1.5929,Verb
bearer,3.2603,Noun
bearers,2.4380,Noun
bearing,3.9794,Verb
bearings,3.2263,Noun
bearish,1.7690,Adjective
bearlike,1.5929,Adjective
bearnaise,1.7690,Verb
bearpaw,1.9908,Name
bears,4.0568,Noun
bearskin,2.6343,Noun
bearskins,1.5929,Noun
beast,4.3898,Noun
beastie,2.8481,Name
beasties,2.2461,Noun
beastliest,1.5929,Adjective
beastliness,1.5929,Noun
beastly,2.8359,Adjective
beastman,1.5929,Name
beasts,3.5729,Noun
beat,5.1190,Verb
beata,1.7690,Name
beatable,1.7690,Adjective
beaten,4.0786,Verb
beater,2.8600,Noun
beaters,2.4058,Noun
beatific,1.8939,Adjective
beating,4.3567,Verb
beatings,3.1307,Noun
beatitudes,1.7690,Noun
beatles,3.4794,Name
beatnik,2.8103,Noun
beatniks,2.2461,Noun
beatrice,3.5299,Name
beats,4.1772,Verb
beatus,1.5929,Name
beau,3.7675,Unclassified
beaucoup,3.0553,Unclassified
beaufort,3.0242,Name
beaujolais,2.7068,Name
beaumont,3.4124,Name
beaus,2.3710,Noun
beaut,3.1179,Noun
beauteous,2.4679,Adjective
beauti,1.5929,Noun
beautician,2.3710,Noun
beauticians,1.7690,Noun
beauties,3.4058,Noun
beautification,2.1949,Noun
beautified,1.5929,Verb
beautiful,5.4462,Adjective
beautifully,3.8457,Adverb
beautify,2.2461,Verb
beautifying,1.5929,Verb
beauts,2.2461,Noun
beauty,4.6829,Noun
beaux,2.1369,Noun
beaver,3.6845,Noun
beaverboard,1.5929,Noun
beavering,1.5929,Verb
beavers,2.8939,Noun
bebay,1.5929,Name
bebop,2.6343,Noun
bec,2.5929,Noun
becalmed,2.0700,Adjective
became,4.6785,Verb
because,6.0292,Conjunction
bechamel,1.5929,Verb
beck,3.5841,Name
becker,3.3990,Name
becket,3.1307,Name
beckett,3.4650,Name
beckon,2.3332,Verb
beckoned,2.3332,Verb
beckoning,2.5223,Verb
beckons,2.5929,Verb
becks,2.4380,Name
becloud,1.5929,Verb
beclouded,1.5929,Adjective
become,5.0623,Verb
becomes,4.3824,Verb
becoming,4.3593,Verb
becquerel,2.0700,Name
bed,5.2716,Noun
bedaubing,1.5929,Verb
bedazzled,2.2918,Adjective
bedbug,2.4960,Noun
bedbugs,2.9450,Noun
bedchamber,2.4058,Noun
bedclothes,2.2918,Noun
bedcovers,1.5929,Noun
bedded,2.5706,Verb
bedding,2.8829,Noun
bedecked,1.5929,Verb
bedell,2.2918,Noun
bedeviled,1.8939,Adjective
bedevilled,1.7690,Verb
bedfellow,2.1949,Noun
bedfellows,2.4058,Noun
bedim,1.5929,Verb
bedivere,1.9908,Name
bedlam,3.0912,Noun
bedlamite,1.7690,Noun
bedmate,1.5929,Noun
bedouin,2.4380,Noun
bedouins,2.1949,Noun
bedpan,2.9820,Noun
bedpans,2.6141,Noun
bedpost,2.5223,Noun
bedposts,1.8939,Noun
bedraggled,1.7690,Adjective
bedridden,2.5471,Noun
bedrock,2.5223,Noun
bedroll,2.2461,Noun
bedrolls,1.7690,Noun
bedroom,4.5644,Noun
bedrooms,3.4765,Noun
beds,3.9333,Noun
bedsheet,1.8939,Noun
bedsheets,2.4058,Noun
bedside,3.2875,Noun
bedsit,1.5929,Noun
bedsore,1.9908,Noun
bedsores,2.3710,Noun
bedspread,2.6720,Noun
bedspreads,2.1369,Noun
bedspring,1.5929,Verb
bedsprings,1.8939,Noun
bedstead,2.0700,Noun
bedsteads,1.5929,Noun
bedtime,3.7929,Noun
bedtimes,2.1949,Noun
bee,4.0153,Noun
beebee,1.7690,Name
beech,2.5706,Noun
beecher,2.9151,Name
beechnuts,1.5929,Noun
beechwood,2.7970,Name
beef,4.2944,Noun
beefalo,1.5929,Noun
beefburger,1.7690,Noun
beefcake,2.2918,Verb
beefeater,1.8939,Name
beefed,2.5223,Verb
beefer,1.7690,Noun
beefing,2.7232,Verb
beefs,2.7232,Noun
beefsteak,2.8716,Noun
beefsteaks,1.5929,Noun
beefy,2.5223,Adjective
beehive,2.9450,Noun
beehives,2.0700,Noun
beek,2.1369,Name
beekeeper,2.2918,Noun
beekeepers,1.9908,Noun
beekeeping,1.7690,Noun
beeline,2.2461,Noun
beelzebub,2.8359,Name
beeman,2.4380,Name
been,6.2391,Verb
beep,3.8143,Noun
beeped,2.8481,Verb
beeper,3.4532,Noun
beepers,2.4058,Noun
beeping,3.8103,Verb
beeps,3.4794,Verb
beer,4.8774,Noun
beerhouse,1.5929,Noun
beers,4.0314,Noun
beery,2.5223,Name
bees,3.7280,Noun
beeswax,2.6720,Noun
beet,2.4679,Noun
beeth,1.8939,Name
beethoven,3.5993,Name
beetle,3.3171,Noun
beetles,3.1114,Noun
beetroot,1.9908,Noun
beets,3.0161,Noun
beeves,2.3710,Noun
beezer,2.0700,Noun
bef,2.7542,Noun
befall,2.7832,Verb
befallen,2.2918,Verb
befalling,1.5929,Verb
befalls,2.3710,Verb
befell,1.9908,Verb
befits,2.0700,Verb
befitting,2.6343,Verb
before,5.8993,Conjunction
beforehand,3.1669,Adverb
beforetime,1.5929,Noun
befoul,1.7690,Verb
befouled,1.8939,Verb
befriend,2.6536,Verb
befriended,2.5471,Verb
befriending,2.2918,Verb
befriends,2.0700,Verb
befuddled,2.2461,Adjective
befuddling,1.5929,Verb
beg,4.7070,Verb
began,4.5117,Verb
begat,2.5223,Verb
begats,1.7690,Verb
beget,2.5223,Verb
begets,2.6141,Verb
begetting,2.0700,Verb
beggar,3.3956,Noun
beggared,1.5929,Verb
beggarly,1.5929,Adverb
beggars,3.2831,Noun
beggary,1.5929,Noun
begged,3.8624,Verb
begging,4.1766,Verb
begin,4.7553,Verb
beginner,3.2918,Noun
beginners,2.8716,Noun
beginning,4.7997,Noun
beginnings,3.1114,Noun
begins,4.2187,Verb
begnaw,1.5929,Verb
bego,1.9908,
begone,2.7232,Verb
begonia,1.9908,Noun
begonias,2.3710,Noun
begorra,1.5929,Noun
begot,2.1949,Verb
begotten,2.3710,Adjective
begrimed,1.5929,Verb
begrudge,2.6898,Verb
begrudged,1.7690,Verb
begrudges,1.5929,Verb
begrudging,1.8939,Adjective
begrudgingly,1.8939,Adverb
begs,3.1552,Verb
beguile,2.3332,Verb
beguiled,2.1369,Verb
beguilement,1.5929,Noun
beguiling,2.2461,Adjective
beguine,2.4380,Noun
begun,4.0234,Verb
behalf,4.0849,Preposition
behave,4.2104,Verb
behaved,3.4765,Verb
behaves,2.9046,Verb
behaving,3.5907,Verb
behavior,4.3499,Noun
behavioral,3.1949,Adjective
behaviorally,1.7690,Adverb
behaviorist,1.5929,Noun
behaviors,2.6343,Noun
behaviour,3.7327,Noun
behavioural,2.4380,Adjective
behaviourist,1.5929,Noun
behaviourists,1.5929,Noun
behaviours,2.1369,Noun
behead,2.2918,Noun
beheaded,2.8359,Verb
beheading,2.3710,Verb
beheld,2.6898,Verb
behemoth,2.3332,Noun
behemoths,1.8939,Noun
behest,2.5929,Noun
behind,5.2733,Preposition
behinds,2.5929,Noun
behn,1.5929,Name
behold,3.7747,Verb
beholden,2.7970,Adjective
beholder,2.4960,Noun
beholding,2.1369,Verb
beholds,1.8939,Verb
behoove,2.4960,Verb
behooved,1.7690,Verb
behooves,2.1949,Verb
behove,1.7690,Verb
behoved,1.5929,Verb
behoves,1.7690,Verb
beige,3.1369,Adjective
beiges,1.8939,Noun
beignets,1.5929,Noun
bein,3.8037,Noun
being,5.6860,Verb
beings,4.0700,Noun
beirut,3.1431,Name
bejesus,2.4679,Noun
bejeweled,1.7690,Adjective
bel,3.0772,Name
bela,3.2461,Name
belabor,1.8939,Noun
belaboring,1.5929,Verb
belabour,1.7690,Verb
belated,2.6536,Adjective
belay,2.8233,Verb
belaying,1.8939,Verb
belch,2.8716,Verb
belched,1.8939,Verb
belcher,2.3710,Name
belches,2.6141,Verb
belching,2.5223,Verb
beldame,1.7690,Noun
beleaguered,2.3710,Adjective
beleve,1.5929,Verb
belfast,2.9353,Name
belfries,1.7690,Noun
belfry,2.4380,Noun
belgian,2.9820,Adjective
belgians,2.2461,Noun
belgium,3.1114,Name
belgrade,2.1949,Name
belial,1.8939,Name
belie,2.2918,Verb
belied,2.0700,Verb
belief,3.8818,Noun
beliefs,3.5929,Noun
belies,1.7690,Verb
believability,1.9908,Noun
believable,3.1552,Adjective
believably,1.7690,Adverb
believe,5.7954,Verb
believed,4.5444,Verb
believer,3.5349,Noun
believers,2.9450,Noun
believes,4.2393,Verb
believeth,3.0322,Verb
believing,4.0186,Verb
belike,2.1949,Adjective
belittle,2.8716,Verb
belittled,2.1949,Verb
belittles,1.8939,Verb
belittling,2.5223,Verb
belive,2.3710,Verb
bell,4.5944,Noun
belladonna,2.3710,Noun
bellarmine,2.5706,Name
bellboy,3.0980,Noun
bellboys,2.4380,Noun
belle,3.9088,Name
belled,1.5929,Verb
belles,2.2461,Noun
bellevue,3.0772,Name
bellflower,1.8939,Name
bellhop,2.8359,Noun
bellhops,2.2461,Noun
belli,2.7232,Name
bellicose,1.9908,Adjective
bellied,2.0700,Adjective
bellies,3.2363,Noun
belligerence,1.5929,Noun
belligerency,1.8939,Noun
belligerent,2.8233,Adjective
belligerently,1.5929,Adverb
belligerents,1.5929,Noun
belling,2.4960,Name
bellman,3.0400,Noun
bellmen,1.5929,Noun
bello,2.6343,Noun
bellona,1.5929,Name
bellow,2.6720,Verb
bellowed,1.9908,Verb
bellowing,2.5471,Verb
bellows,2.9151,Noun
bells,4.1192,Noun
bellware,1.8939,Name
bellwether,2.2918,Name
bellwood,2.2461,Name
belly,4.1922,Noun
bellyache,2.4960,Noun
bellyaches,1.8939,Noun
bellyaching,2.6536,Verb
bellyband,1.7690,Noun
bellybutton,2.8233,Noun
bellybuttons,1.5929,
bellyful,2.7832,Noun
bellying,1.7690,Verb
belong,4.6467,Verb
belonged,4.0003,Verb
belonging,3.3171,Verb
belongings,3.4822,Noun
belongs,4.4453,Verb
beloved,4.1061,Adjective
beloveds,1.5929,Noun
below,4.4475,Adverb
belowdecks,1.7690,Verb
belt,4.3863,Noun
beltane,2.1949,Noun
belted,2.7232,Verb
belter,1.7690,Noun
belting,2.0700,Verb
beltless,1.7690,Adjective
beltline,1.5929,Noun
belton,1.5929,Name
belts,3.6984,Noun
beltway,2.4380,Noun
beluga,2.7542,Noun
belugas,1.5929,Name
belvedere,2.8481,Name
belying,1.7690,Verb
bemete,1.5929,Verb
bemoan,1.5929,Verb
bemoaning,1.7690,Verb
bemused,1.8939,Adjective
bemusement,1.7690,Noun
ben,4.9904,Name
benadryl,2.6898,Noun
bench,3.9856,Noun
benched,2.6343,Verb
benches,2.7832,Noun
benching,1.9908,Verb
benchmark,1.8939,Noun
benchmarking,1.8939,Noun
benchmarks,1.5929,Noun
benchwarmer,2.3332,Noun
bend,4.1778,Verb
bended,2.4058,Adjective
bendel,1.9908,Name
bender,3.6182,Name
benders,2.5471,Noun
bending,3.3817,Verb
bends,3.1839,Verb
bendy,2.3710,Adjective
bene,2.9151,Noun
beneath,4.0656,Preposition
benedicite,1.5929,Noun
benedick,2.9151,Name
benedict,3.5040,Name
benedictine,2.2461,Adjective
benediction,2.4380,Noun
benedictus,1.5929,Adjective
benefaction,1.5929,Noun
benefactions,1.5929,Noun
benefactor,3.2314,Noun
benefactors,2.5471,Noun
benefactory,1.7690,Adjective
benefactress,1.8939,Noun
benefactresses,1.5929,Noun
beneficence,1.5929,Noun
beneficent,2.0700,Adjective
beneficial,2.9046,Adjective
beneficially,1.7690,Adverb
beneficiaries,2.5471,Noun
beneficiary,3.1369,Noun
benefit,4.1569,Noun
benefited,2.6141,Verb
benefiting,2.2918,Verb
benefits,3.8716,Noun
benefitted,1.8939,Verb
benes,2.6536,Name
benet,2.6898,Name
benevolence,2.6343,Noun
benevolent,2.8716,Adjective
benevolently,1.5929,Adverb
beng,2.8600,Verb
bengal,2.4679,Adjective
bengali,1.8939,Name
bengaline,1.5929,Noun
bengals,1.7690,Name
beni,1.8939,Name
benic,1.7690,Adjective
benighted,2.0700,Adjective
benign,3.0627,Adjective
benignly,1.7690,Adverb
benin,1.7690,Name
benison,1.5929,Noun
benj,1.8939,Name
benjamin,3.9803,Name
benjamins,2.6141,Name
benjy,2.8233,Name
benn,2.5471,Name
benne,1.5929,Name
bennet,2.7970,Name
bennies,2.1949,Noun
benny,4.2213,Name
beno,1.7690,Name
bens,2.2461,Name
bent,3.8589,Verb
benthic,2.4679,Adjective
bentwood,1.5929,Noun
benumbs,1.5929,Verb
benvenuto,1.9908,Noun
benzedrine,2.3710,Name
benzene,2.6536,Noun
benzenes,1.7690,Noun
benzidine,1.5929,Verb
benzine,1.7690,Noun
benzo,1.7690,Noun
benzoate,1.5929,Noun
benzophenone,1.7690,Verb
beowulf,2.4960,Name
bepaint,1.5929,Verb
bequeath,2.9353,Verb
bequeathed,2.2918,Verb
bequeathing,1.8939,Verb
bequeaths,1.5929,Verb
bequest,2.3332,Noun
bequests,1.5929,Noun
ber,2.1369,Noun
berate,2.4380,Verb
berated,2.2461,Verb
berating,2.2918,Verb
berber,2.1949,Adjective
berbers,1.7690,Noun
bere,1.5929,Noun
bereaved,2.6720,Adjective
bereavement,2.6720,Noun
bereavements,1.5929,Noun
bereaving,1.5929,Verb
bereft,2.4960,Adjective
beret,2.9820,Noun
berets,2.7970,Noun
beretta,2.7690,Name
berettas,1.8939,Name
berg,3.1949,Name
bergamot,1.8939,Verb
berger,3.3600,Name
bergere,2.1369,Noun
bergeres,1.5929,Name
bergman,3.0553,Name
bergs,1.5929,Noun
beriberi,2.1369,Noun
bering,2.3710,Name
berk,2.6720,Noun
berkeley,3.5796,Name
berkelium,1.5929,Noun
berkowitz,2.5929,Name
berkshire,2.6343,Name
berlin,4.1282,Name
berliner,1.7690,Noun
